_about,average_price,house_price_index,percentage_annual_change,percentage_change,ref_month,ref_period_duration,ref_period_start,ref_region,average_price_detached,average_price_existing_property,average_price_flat_maisonette,average_price_new_build,average_price_sa,average_price_semi_detached,average_price_terraced,house_price_index_detached,house_price_index_existing_property,house_price_index_flat_maisonette,house_price_index_new_build,house_price_index_sa,house_price_index_semi_detached,house_price_index_terraced,sales_volume,percentage_change_detached,percentage_change_existing_property,percentage_change_flat_maisonette,percentage_change_new_build,percentage_change_semi_detached,percentage_change_terraced,sales_volume_existing_property,sales_volume_new_build,percentage_annual_change_detached,percentage_annual_change_existing_property,percentage_annual_change_flat_maisonette,percentage_annual_change_new_build,percentage_annual_change_semi_detached,percentage_annual_change_terraced
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-05,169742,65.1,0.0,0.6,2008-05,1,2008-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,272675.0,166395.0,137297.0,212293.0,168588.0,166694.0,138676.0,63.3,64.5,70.5,66.4,64.6,63.8,64.2,77830.0,0.0,0.7,1.1,0.2,1.0,0.3,68773.0,9057.0,-0.1,-0.1,1.7,0.4,-0.2,-0.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-06,167498,64.2,-2.4,-1.3,2008-06,1,2008-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,269188.0,164277.0,134915.0,208700.0,165630.0,164556.0,137191.0,62.5,63.7,69.3,65.3,63.5,63.0,63.5,70467.0,-1.3,-1.3,-1.7,-1.7,-1.3,-1.1,58272.0,12195.0,-2.6,-2.6,-0.9,-0.8,-2.5,-2.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-07,165669,63.5,-4.7,-1.1,2008-07,1,2008-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,268092.0,162653.0,133492.0,204878.0,162453.0,162588.0,135169.0,62.2,63.0,68.5,64.1,62.3,62.3,62.6,62373.0,-0.4,-1.0,-1.1,-1.8,-1.2,-1.5,55376.0,6997.0,-5.2,-4.6,-2.7,-4.6,-4.7,-4.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-08,162212,62.2,-7.2,-2.1,2008-08,1,2008-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,263639.0,159578.0,130524.0,197605.0,159018.0,159087.0,132197.0,61.2,61.8,67.0,61.8,60.9,60.9,61.2,57673.0,-1.7,-1.9,-2.2,-3.6,-2.2,-2.2,51333.0,6340.0,-7.5,-7.2,-5.0,-6.2,-7.3,-7.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-09,158128,60.6,-9.7,-2.5,2008-09,1,2008-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259497.0,155286.0,127323.0,195213.0,155674.0,154362.0,128517.0,60.2,60.2,65.4,61.0,59.7,59.1,59.5,49483.0,-1.6,-2.7,-2.5,-1.2,-3.0,-2.8,42693.0,6790.0,-9.1,-9.7,-8.1,-8.3,-10.0,-10.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-10,154920,59.4,-11.3,-2.0,2008-10,1,2008-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,252934.0,152149.0,124877.0,191129.0,153417.0,151805.0,125810.0,58.7,59.0,64.1,59.8,58.8,58.1,58.2,53405.0,-2.5,-2.0,-1.9,-2.1,-1.7,-2.1,46479.0,6926.0,-11.3,-11.3,-9.7,-10.3,-11.2,-11.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-11,150563,57.7,-13.7,-2.8,2008-11,1,2008-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,245035.0,147784.0,120994.0,186563.0,149849.0,148184.0,122347.0,56.9,57.3,62.1,58.3,57.4,56.8,56.6,43044.0,-3.1,-2.9,-3.1,-2.4,-2.4,-2.8,36563.0,6481.0,-14.2,-13.9,-12.5,-12.0,-13.5,-13.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2008-12,148267,56.8,-14.9,-1.5,2008-12,1,2008-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,240435.0,145867.0,118389.0,180548.0,147658.0,145583.0,121590.0,55.8,56.5,60.8,56.5,56.6,55.8,56.3,46373.0,-1.9,-1.3,-2.2,-3.2,-1.8,-0.6,37026.0,9347.0,-14.8,-14.8,-14.7,-15.5,-14.7,-14.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-01,144840,55.5,-15.4,-2.3,2009-01,1,2009-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,238721.0,141987.0,116246.0,181092.0,145719.0,141552.0,117187.0,55.4,55.0,59.7,56.6,55.8,54.2,54.2,31422.0,-0.7,-2.7,-1.8,0.3,-2.8,-3.6,27720.0,3702.0,-13.9,-15.5,-16.3,-14.7,-15.3,-15.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-02,143166,54.9,-15.6,-1.2,2009-02,1,2009-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,232991.0,140277.0,115392.0,179805.0,144592.0,140741.0,116051.0,54.1,54.4,59.2,56.2,55.4,53.9,53.7,31888.0,-2.4,-1.2,-0.7,-0.7,-0.6,-1.0,27655.0,4233.0,-15.0,-15.5,-16.1,-16.3,-15.3,-16.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-03,142278,54.5,-15.5,-0.6,2009-03,1,2009-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,232113.0,139297.0,115140.0,179961.0,143884.0,139046.0,115471.0,53.9,54.0,59.1,56.3,55.1,53.3,53.4,41978.0,-0.4,-0.7,-0.2,0.1,-1.2,-0.5,35427.0,6551.0,-14.4,-15.6,-15.1,-14.8,-16.0,-16.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-04,143567,55.0,-14.9,0.9,2009-04,1,2009-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,232876.0,140725.0,114811.0,179667.0,143408.0,141318.0,117151.0,54.1,54.5,58.9,56.2,55.0,54.1,54.2,45378.0,0.3,1.0,-0.3,-0.2,1.6,1.5,39789.0,5590.0,-14.6,-14.9,-15.5,-15.2,-14.4,-15.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-05,145550,55.8,-14.3,1.4,2009-05,1,2009-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,236239.0,142870.0,116756.0,179826.0,144652.0,143133.0,118579.0,54.8,55.4,59.9,56.2,55.4,54.8,54.9,52300.0,1.4,1.5,1.7,0.1,1.3,1.2,46091.0,6210.0,-13.4,-14.1,-15.0,-15.3,-14.1,-14.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-06,146984,56.3,-12.2,1.0,2009-06,1,2009-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,239464.0,144398.0,117402.0,180235.0,145404.0,144159.0,120030.0,55.6,56.0,60.3,56.4,55.7,55.2,55.6,60728.0,1.4,1.1,0.6,0.2,0.7,1.2,51164.0,9565.0,-11.0,-12.1,-13.0,-13.6,-12.4,-12.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-07,149620,57.3,-9.7,1.8,2009-07,1,2009-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,244415.0,147102.0,118443.0,182185.0,146718.0,147077.0,122349.0,56.7,57.0,60.8,57.0,56.2,56.3,56.6,71336.0,2.1,1.9,0.9,1.1,2.0,1.9,64562.0,6774.0,-8.8,-9.6,-11.3,-11.1,-9.5,-9.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-08,151096,57.9,-6.9,1.0,2009-08,1,2009-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,247403.0,148745.0,119068.0,181842.0,148102.0,148752.0,123497.0,57.4,57.7,61.1,56.9,56.8,57.0,57.2,65968.0,1.2,1.1,0.5,-0.2,1.1,0.9,60053.0,5915.0,-6.2,-6.8,-8.8,-8.0,-6.5,-6.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-09,152283,58.4,-3.7,0.8,2009-09,1,2009-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,249012.0,149690.0,120939.0,185766.0,149845.0,149328.0,124467.0,57.8,58.0,62.1,58.1,57.4,57.2,57.6,66256.0,0.7,0.6,1.6,2.2,0.4,0.8,59566.0,6690.0,-4.0,-3.6,-5.0,-4.8,-3.3,-3.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-10,153306,58.8,-1.0,0.7,2009-10,1,2009-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,251221.0,150901.0,120457.0,184717.0,151829.0,151189.0,125251.0,58.3,58.5,61.8,57.8,58.2,57.9,58.0,74416.0,0.9,0.8,-0.4,-0.6,1.2,0.6,67508.0,6908.0,-0.7,-0.8,-3.5,-3.4,-0.4,-0.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-11,153823,58.9,2.2,0.3,2009-11,1,2009-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,253041.0,151450.0,120674.0,184904.0,153066.0,150939.0,126033.0,58.7,58.7,61.9,57.8,58.7,57.8,58.3,69160.0,0.7,0.4,0.2,0.1,-0.2,0.6,62157.0,7003.0,3.3,2.5,-0.3,-0.9,1.9,3.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2009-12,154832,59.3,4.4,0.7,2009-12,1,2009-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,250340.0,152476.0,121575.0,185756.0,154287.0,152890.0,127813.0,58.1,59.1,62.4,58.1,59.1,58.6,59.2,87202.0,-1.1,0.7,0.7,0.5,1.3,1.4,76910.0,10292.0,4.1,4.5,2.7,2.9,5.0,5.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-01,154268,59.1,6.5,-0.4,2010-01,1,2010-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256310.0,152490.0,120117.0,178825.0,155181.0,151750.0,125808.0,59.5,59.1,61.7,55.9,59.5,58.1,58.2,41085.0,2.4,0.0,-1.2,-3.7,-0.7,-1.6,37387.0,3698.0,7.4,7.4,3.3,-1.3,7.2,7.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-02,154654,59.3,8.0,0.3,2010-02,1,2010-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255598.0,152308.0,120175.0,186722.0,156114.0,152854.0,126261.0,59.3,59.0,61.7,58.4,59.8,58.5,58.4,47348.0,-0.3,-0.1,0.0,4.4,0.7,0.4,42706.0,4642.0,9.7,8.6,4.1,3.8,8.6,8.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-03,154645,59.3,8.7,0.0,2010-03,1,2010-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255531.0,152210.0,121678.0,187930.0,156293.0,151960.0,125959.0,59.3,59.0,62.5,58.8,59.9,58.2,58.3,58047.0,0.0,-0.1,1.3,0.6,-0.6,-0.2,51661.0,6386.0,10.1,9.3,5.7,4.4,9.3,9.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-04,156625,60.0,9.1,1.3,2010-04,1,2010-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257396.0,154432.0,122747.0,186683.0,156440.0,154618.0,127907.0,59.8,59.9,63.0,58.4,60.0,59.2,59.2,59555.0,0.7,1.5,0.9,-0.7,1.7,1.5,54071.0,5484.0,10.5,9.7,6.9,3.9,9.4,9.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-05,157379,60.3,8.1,0.5,2010-05,1,2010-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259913.0,155230.0,123258.0,186849.0,156503.0,154839.0,128469.0,60.3,60.2,63.3,58.4,60.0,59.3,59.5,59095.0,1.0,0.5,0.4,0.1,0.1,0.4,53101.0,5994.0,10.0,8.7,5.6,3.9,8.2,8.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-06,158155,60.6,7.6,0.5,2010-06,1,2010-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259609.0,155985.0,123881.0,187913.0,156527.0,155688.0,129687.0,60.3,60.5,63.6,58.8,60.0,59.6,60.0,70937.0,-0.1,0.5,0.5,0.6,0.5,0.9,62006.0,8931.0,8.4,8.0,5.5,4.3,8.0,8.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-07,159757,61.2,6.8,1.0,2010-07,1,2010-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265571.0,157856.0,124202.0,185946.0,156690.0,157107.0,130378.0,61.7,61.2,63.8,58.1,60.0,60.2,60.3,76003.0,2.3,1.2,0.3,-1.0,0.9,0.5,70619.0,5384.0,8.7,7.3,4.9,2.1,6.8,6.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-08,159748,61.2,5.7,0.0,2010-08,1,2010-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265939.0,157610.0,123780.0,189050.0,156574.0,158032.0,129743.0,61.7,61.1,63.5,59.1,60.0,60.5,60.0,69123.0,0.1,-0.2,-0.3,1.7,0.6,-0.5,64021.0,5102.0,7.5,6.0,4.0,4.0,6.2,5.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-09,159337,61.1,4.6,-0.3,2010-09,1,2010-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265484.0,157007.0,123966.0,191211.0,156739.0,156495.0,129886.0,61.6,60.9,63.6,59.8,60.1,59.9,60.1,64886.0,-0.2,-0.4,0.2,1.1,-1.0,0.1,58708.0,6178.0,6.6,4.9,2.5,2.9,4.8,4.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-10,157562,60.4,2.8,-1.1,2010-10,1,2010-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,262552.0,155171.0,122461.0,190237.0,156129.0,155335.0,128037.0,61.0,60.1,62.9,59.5,59.8,59.5,59.3,66726.0,-1.1,-1.2,-1.2,-0.5,-0.7,-1.4,61102.0,5624.0,4.5,2.8,1.7,3.0,2.7,2.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-11,155691,59.7,1.2,-1.2,2010-11,1,2010-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,260773.0,153435.0,121207.0,186534.0,154892.0,153537.0,125794.0,60.5,59.5,62.2,58.3,59.4,58.8,58.2,63565.0,-0.7,-1.1,-1.0,-1.9,-1.2,-1.8,57866.0,5699.0,3.1,1.3,0.4,0.9,1.7,-0.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2010-12,155405,59.6,0.4,-0.2,2010-12,1,2010-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257657.0,152839.0,121388.0,190468.0,154928.0,153207.0,126406.0,59.8,59.2,62.3,59.6,59.4,58.7,58.5,63541.0,-1.2,-0.4,0.1,2.1,-0.2,0.5,55858.0,7683.0,2.9,0.2,-0.2,2.5,0.2,-1.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-01,154113,59.1,-0.1,-0.8,2011-01,1,2011-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,258167.0,151458.0,120967.0,189870.0,154978.0,151091.0,124616.0,59.9,58.7,62.1,59.4,59.4,57.9,57.7,42399.0,0.2,-0.9,-0.3,-0.3,-1.4,-1.4,39180.0,3219.0,0.7,-0.7,0.7,6.2,-0.4,-0.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-02,153297,58.7,-0.9,-0.5,2011-02,1,2011-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256373.0,150668.0,120480.0,188718.0,154664.0,150286.0,124032.0,59.5,58.4,61.8,59.0,59.3,57.6,57.4,44207.0,-0.7,-0.5,-0.4,-0.6,-0.5,-0.5,40529.0,3678.0,0.3,-1.1,0.3,1.1,-1.7,-1.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-03,152591,58.5,-1.3,-0.5,2011-03,1,2011-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255470.0,149790.0,120433.0,190388.0,154055.0,149047.0,123466.0,59.3,58.1,61.8,59.5,59.0,57.1,57.1,52889.0,-0.4,-0.6,0.0,0.9,-0.8,-0.5,47032.0,5857.0,0.0,-1.6,-1.0,1.3,-1.9,-2.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-04,154958,59.4,-1.1,1.6,2011-04,1,2011-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257029.0,152250.0,122821.0,191441.0,154743.0,151462.0,125914.0,59.7,59.0,63.0,59.9,59.3,58.0,58.3,57449.0,0.6,1.6,2.0,0.6,1.6,2.0,52119.0,5330.0,-0.1,-1.4,0.1,2.5,-2.0,-1.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-05,154269,59.1,-2.0,-0.4,2011-05,1,2011-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255070.0,151454.0,122396.0,192226.0,153472.0,151544.0,124988.0,59.2,58.7,62.8,60.1,58.8,58.0,57.8,55691.0,-0.8,-0.5,-0.3,0.4,0.1,-0.7,50512.0,5179.0,-1.9,-2.4,-0.7,2.9,-2.1,-2.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-06,154530,59.2,-2.3,0.2,2011-06,1,2011-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,254354.0,151963.0,122428.0,189081.0,153013.0,152012.0,125603.0,59.0,58.9,62.8,59.1,58.6,58.2,58.1,65290.0,-0.3,0.3,0.0,-1.6,0.3,0.5,56135.0,9155.0,-2.0,-2.6,-1.2,0.6,-2.4,-3.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-07,156476,60.0,-2.1,1.3,2011-07,1,2011-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,258704.0,153771.0,124621.0,192908.0,153560.0,153101.0,126978.0,60.1,59.6,64.0,60.3,58.8,58.6,58.8,70316.0,1.7,1.2,1.8,2.0,0.7,1.1,65033.0,5283.0,-2.6,-2.6,0.3,3.7,-2.5,-2.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-08,156570,60.0,-2.0,0.1,2011-08,1,2011-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,260850.0,154107.0,122402.0,189708.0,153460.0,154216.0,126910.0,60.6,59.7,62.8,59.3,58.8,59.1,58.7,72144.0,0.8,0.2,-1.8,-1.7,0.7,-0.1,66924.0,5220.0,-1.9,-2.2,-1.1,0.3,-2.4,-2.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-09,156179,59.9,-2.0,-0.2,2011-09,1,2011-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,260324.0,153726.0,122629.0,189182.0,153631.0,153089.0,126798.0,60.4,59.6,62.9,59.2,58.9,58.6,58.7,71811.0,-0.2,-0.2,0.2,-0.3,-0.7,-0.1,65304.0,6507.0,-1.9,-2.1,-1.1,-1.1,-2.2,-2.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-10,154456,59.2,-2.0,-1.1,2011-10,1,2011-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,258360.0,151891.0,120906.0,188987.0,153147.0,152059.0,124741.0,60.0,58.9,62.1,59.1,58.7,58.2,57.7,65175.0,-0.8,-1.2,-1.4,-0.1,-0.7,-1.6,59717.0,5458.0,-1.6,-2.1,-1.3,-0.7,-2.1,-2.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-11,154533,59.2,-0.7,0.0,2011-11,1,2011-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257180.0,151845.0,122341.0,190739.0,153752.0,152002.0,124545.0,59.7,58.9,62.8,59.6,58.9,58.2,57.6,67798.0,-0.5,0.0,1.2,0.9,0.0,-0.2,61403.0,6395.0,-1.4,-1.0,0.9,2.3,-1.0,-1.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2011-12,153880,59.0,-1.0,-0.4,2011-12,1,2011-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,254264.0,151273.0,121599.0,188985.0,153439.0,151620.0,124682.0,59.0,58.6,62.4,59.1,58.8,58.1,57.7,70770.0,-1.1,-0.4,-0.6,-0.9,-0.3,0.1,61586.0,9184.0,-1.3,-1.0,0.2,-0.8,-1.0,-1.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-01,152831,58.6,-0.8,-0.7,2012-01,1,2012-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,253841.0,150274.0,119959.0,186747.0,153611.0,150743.0,123677.0,58.9,58.2,61.6,58.4,58.9,57.7,57.2,49493.0,-0.2,-0.7,-1.3,-1.2,-0.6,-0.8,45711.0,3783.0,-1.7,-0.8,-0.8,-1.6,-0.2,-0.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-02,152415,58.4,-0.6,-0.3,2012-02,1,2012-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,253193.0,149860.0,119016.0,186305.0,153683.0,150166.0,123853.0,58.8,58.1,61.1,58.3,58.9,57.5,57.3,50099.0,-0.3,-0.3,-0.8,-0.2,-0.4,0.1,45776.0,4324.0,-1.2,-0.5,-1.2,-1.3,-0.1,-0.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-03,152866,58.6,0.2,0.3,2012-03,1,2012-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,250029.0,150161.0,120674.0,188677.0,154142.0,150690.0,124918.0,58.0,58.2,61.9,59.0,59.1,57.7,57.8,69452.0,-1.2,0.2,1.4,1.3,0.3,0.9,61113.0,8340.0,-2.1,0.2,0.2,-0.9,1.1,1.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-04,154623,59.3,-0.2,1.1,2012-04,1,2012-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256023.0,151980.0,122769.0,189643.0,154383.0,151606.0,125250.0,59.4,58.9,63.0,59.3,59.2,58.1,58.0,50094.0,2.4,1.2,1.7,0.5,0.6,0.3,45194.0,4900.0,-0.4,-0.2,0.0,-0.9,0.1,-0.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-05,155121,59.4,0.6,0.3,2012-05,1,2012-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255683.0,152509.0,123297.0,189761.0,154349.0,152209.0,125957.0,59.4,59.1,63.3,59.3,59.2,58.3,58.3,59800.0,-0.1,0.3,0.4,0.1,0.4,0.6,53731.0,6069.0,0.2,0.7,0.7,-1.3,0.4,0.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-06,156645,60.0,1.4,1.0,2012-06,1,2012-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256309.0,154128.0,124314.0,190085.0,155190.0,153243.0,128459.0,59.5,59.7,63.8,59.4,59.5,58.7,59.5,68568.0,0.2,1.1,0.8,0.2,0.7,2.0,58313.0,10255.0,0.8,1.4,1.5,0.5,0.8,2.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-07,157246,60.3,0.5,0.4,2012-07,1,2012-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259601.0,155052.0,124555.0,186665.0,154423.0,153900.0,128094.0,60.3,60.1,63.9,58.4,59.2,58.9,59.3,66631.0,1.3,0.6,0.2,-1.8,0.4,-0.3,61804.0,4827.0,0.3,0.8,-0.1,-3.2,0.5,0.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-08,157431,60.3,0.5,0.1,2012-08,1,2012-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259109.0,155140.0,123789.0,188053.0,154316.0,154514.0,128827.0,60.2,60.1,63.5,58.8,59.1,59.2,59.6,73921.0,-0.2,0.1,-0.6,0.7,0.4,0.6,68061.0,5860.0,-0.7,0.7,1.1,-0.9,0.2,1.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-09,156871,60.1,0.4,-0.4,2012-09,1,2012-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,258546.0,154447.0,123996.0,189149.0,154348.0,153521.0,128149.0,60.0,59.9,63.7,59.1,59.2,58.8,59.3,60043.0,-0.2,-0.4,0.2,0.6,-0.6,-0.5,53767.0,6276.0,-0.7,0.5,1.1,0.0,0.3,1.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-10,155761,59.7,0.8,-0.7,2012-10,1,2012-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256331.0,153057.0,123899.0,191559.0,154545.0,152626.0,126746.0,59.5,59.3,63.6,59.9,59.2,58.5,58.7,66842.0,-0.9,-0.9,-0.1,1.3,-0.6,-1.1,60851.0,5991.0,-0.8,0.8,2.5,1.4,0.4,1.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-11,155888,59.7,0.9,0.1,2012-11,1,2012-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256764.0,153094.0,122817.0,192849.0,155108.0,153027.0,127305.0,59.6,59.3,63.0,60.3,59.4,58.6,58.9,72293.0,0.2,0.0,-0.9,0.7,0.3,0.4,65564.0,6729.0,-0.2,0.8,0.4,1.1,0.7,2.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2012-12,155534,59.6,1.1,-0.2,2012-12,1,2012-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,255658.0,152679.0,123279.0,193272.0,155069.0,152235.0,127099.0,59.3,59.2,63.3,60.4,59.4,58.3,58.8,63795.0,-0.4,-0.3,0.4,0.2,-0.5,-0.2,54611.0,9184.0,0.5,0.9,1.4,2.3,0.4,1.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-01,154495,59.2,1.1,-0.7,2013-01,1,2013-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,254443.0,152116.0,122511.0,186160.0,155197.0,152072.0,125440.0,59.1,59.0,62.9,58.2,59.5,58.2,58.1,49129.0,-0.5,-0.4,-0.6,-3.7,-0.1,-1.3,45352.0,3777.0,0.2,1.2,2.1,-0.3,0.9,1.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-02,154465,59.2,1.3,0.0,2013-02,1,2013-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,254158.0,151968.0,122638.0,187598.0,155681.0,151432.0,125880.0,59.0,58.9,63.0,58.7,59.7,58.0,58.3,50648.0,-0.1,-0.1,0.1,0.8,-0.4,0.4,46213.0,4435.0,0.4,1.4,3.0,0.7,0.8,1.6
