_about,average_price,house_price_index,percentage_annual_change,percentage_change,ref_month,ref_period_duration,ref_period_start,ref_region,average_price_detached,average_price_existing_property,average_price_flat_maisonette,average_price_new_build,average_price_sa,average_price_semi_detached,average_price_terraced,house_price_index_detached,house_price_index_existing_property,house_price_index_flat_maisonette,house_price_index_new_build,house_price_index_sa,house_price_index_semi_detached,house_price_index_terraced,sales_volume,percentage_change_detached,percentage_change_existing_property,percentage_change_flat_maisonette,percentage_change_new_build,percentage_change_semi_detached,percentage_change_terraced,sales_volume_existing_property,sales_volume_new_build,percentage_annual_change_detached,percentage_annual_change_existing_property,percentage_annual_change_flat_maisonette,percentage_annual_change_new_build,percentage_annual_change_semi_detached,percentage_annual_change_terraced
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-03,155385,59.5,1.6,0.6,2013-03,1,2013-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,256496.0,152556.0,123518.0,192750.0,156497.0,152066.0,126397.0,59.5,59.1,63.4,60.3,60.0,58.2,58.5,62193.0,0.9,0.4,0.7,2.7,0.4,0.4,54698.0,7495.0,2.6,1.6,2.4,2.2,0.9,1.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-04,156909,60.1,1.5,1.0,2013-04,1,2013-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257767.0,154125.0,125568.0,193685.0,156667.0,153320.0,127782.0,59.8,59.7,64.5,60.6,60.0,58.7,59.1,58521.0,0.5,1.0,1.7,0.5,0.8,1.1,52711.0,5810.0,0.7,1.4,2.3,2.1,1.1,2.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-05,157736,60.4,1.7,0.5,2013-05,1,2013-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,257812.0,155060.0,126554.0,193155.0,156945.0,154356.0,128617.0,59.9,60.1,65.0,60.4,60.1,59.1,59.5,75384.0,0.0,0.6,0.8,-0.3,0.7,0.7,68237.0,7147.0,0.8,1.7,2.6,1.8,1.4,2.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-06,159045,61.0,1.5,0.8,2013-06,1,2013-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,259568.0,156410.0,127208.0,193961.0,157647.0,155449.0,130251.0,60.3,60.6,65.3,60.6,60.4,59.5,60.3,75229.0,0.7,0.9,0.5,0.4,0.7,1.3,63474.0,11755.0,1.3,1.5,2.3,2.0,1.4,1.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-07,160830,61.6,2.3,1.1,2013-07,1,2013-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,263105.0,158301.0,129298.0,194393.0,158059.0,156863.0,131271.0,61.1,61.4,66.4,60.8,60.6,60.1,60.8,82886.0,1.4,1.2,1.6,0.2,0.9,0.8,77146.0,5740.0,1.3,2.1,3.8,4.1,1.9,2.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-08,162110,62.1,3.0,0.8,2013-08,1,2013-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265084.0,159602.0,129720.0,195433.0,158925.0,158597.0,132387.0,61.5,61.9,66.6,61.1,60.9,60.7,61.3,89695.0,0.8,0.8,0.3,0.5,1.1,0.9,82421.0,7274.0,2.3,2.9,4.8,3.9,2.6,2.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-09,162217,62.2,3.4,0.1,2013-09,1,2013-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,266548.0,159423.0,130476.0,199137.0,159678.0,157774.0,132215.0,61.9,61.8,67.0,62.3,61.2,60.4,61.2,79217.0,0.6,-0.1,0.6,1.9,-0.5,-0.1,71389.0,7828.0,3.1,3.2,5.2,5.3,2.8,3.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-10,161554,61.9,3.7,-0.4,2013-10,1,2013-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,266234.0,158743.0,130062.0,198696.0,160340.0,157625.0,130895.0,61.8,61.5,66.8,62.1,61.4,60.4,60.6,88422.0,-0.1,-0.4,-0.3,-0.2,-0.1,-1.0,80852.0,7570.0,3.9,3.7,5.0,3.7,3.3,3.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-11,162450,62.3,4.2,0.6,2013-11,1,2013-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265811.0,159621.0,131007.0,199844.0,161656.0,158825.0,132013.0,61.7,61.9,67.3,62.5,62.0,60.8,61.1,95708.0,-0.2,0.6,0.7,0.6,0.8,0.9,86999.0,8709.0,3.5,4.3,6.7,3.6,3.8,3.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2013-12,163942,62.8,5.4,0.9,2013-12,1,2013-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,265553.0,160867.0,133737.0,204488.0,163409.0,160032.0,133562.0,61.6,62.3,68.7,63.9,62.6,61.3,61.8,90540.0,-0.1,0.8,2.1,2.3,0.8,1.2,78354.0,12186.0,3.9,5.4,8.5,5.8,5.1,5.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-01,164137,62.9,6.2,0.1,2014-01,1,2014-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,267931.0,161365.0,134786.0,200768.0,164791.0,159301.0,133295.0,62.2,62.5,69.2,62.8,63.2,61.0,61.7,75540.0,0.9,0.3,0.8,-1.8,-0.5,-0.2,70248.0,5292.0,5.3,6.1,10.0,7.8,4.8,6.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-02,164818,63.2,6.7,0.4,2014-02,1,2014-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,268709.0,161832.0,135109.0,204160.0,166072.0,160297.0,133898.0,62.4,62.7,69.4,63.8,63.6,61.4,62.0,74421.0,0.3,0.3,0.2,1.7,0.6,0.5,68045.0,6376.0,5.7,6.5,10.2,8.8,5.9,6.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-03,165385,63.4,6.4,0.3,2014-03,1,2014-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,267862.0,162425.0,136188.0,204394.0,166492.0,160938.0,134595.0,62.2,63.0,69.9,63.9,63.8,61.6,62.3,78289.0,-0.3,0.4,0.8,0.1,0.4,0.5,69724.0,8565.0,4.4,6.5,10.3,6.0,5.8,6.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-04,169065,64.8,7.7,2.2,2014-04,1,2014-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,273703.0,166048.0,139232.0,208835.0,168846.0,164094.0,137945.0,63.5,64.4,71.5,65.3,64.7,62.9,63.8,82048.0,2.2,2.2,2.2,2.2,2.0,2.5,74451.0,7597.0,6.2,7.7,10.9,7.8,7.0,8.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-05,170856,65.5,8.3,1.1,2014-05,1,2014-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,275294.0,167687.0,141562.0,212574.0,169994.0,165678.0,139475.0,63.9,65.0,72.7,66.5,65.1,63.5,64.6,90739.0,0.6,1.0,1.7,1.8,1.0,1.1,82072.0,8667.0,6.8,8.1,11.9,10.1,7.3,8.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-06,172331,66.0,8.4,0.9,2014-06,1,2014-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,277219.0,169333.0,142976.0,211890.0,170829.0,167346.0,140558.0,64.4,65.6,73.4,66.3,65.5,64.1,65.1,93994.0,0.7,1.0,1.0,-0.3,1.0,0.8,80193.0,13801.0,6.8,8.3,12.4,9.2,7.7,7.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-07,174755,67.0,8.7,1.4,2014-07,1,2014-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,281993.0,171896.0,144660.0,212609.0,171820.0,169194.0,142776.0,65.5,66.6,74.3,66.5,65.8,64.8,66.1,97288.0,1.7,1.5,1.2,0.3,1.1,1.6,89871.0,7417.0,7.2,8.6,11.9,9.4,7.9,8.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-08,176803,67.8,9.1,1.2,2014-08,1,2014-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,285402.0,174041.0,146370.0,213473.0,173254.0,171265.0,144329.0,66.3,67.5,75.1,66.7,66.4,65.6,66.8,101680.0,1.2,1.2,1.2,0.4,1.2,1.1,93690.0,7990.0,7.7,9.0,12.8,9.2,8.0,9.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-09,176993,67.8,9.1,0.1,2014-09,1,2014-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,285901.0,174221.0,147042.0,213785.0,174204.0,171004.0,144384.0,66.4,67.5,75.5,66.8,66.8,65.5,66.8,90912.0,0.2,0.1,0.5,0.1,-0.2,0.0,82259.0,8653.0,7.3,9.3,12.7,7.4,8.4,9.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-10,176731,67.7,9.4,-0.1,2014-10,1,2014-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,286134.0,173841.0,146770.0,215002.0,175287.0,171108.0,143670.0,66.4,67.4,75.3,67.2,67.2,65.5,66.5,100184.0,0.1,-0.2,-0.2,0.6,0.1,-0.5,91323.0,8861.0,7.5,9.5,12.8,8.2,8.6,9.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-11,176137,67.5,8.4,-0.3,2014-11,1,2014-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,285465.0,173369.0,145995.0,212878.0,175261.0,170810.0,143051.0,66.3,67.2,74.9,66.6,67.2,65.4,66.2,86142.0,-0.2,-0.3,-0.5,-1.0,-0.2,-0.4,77876.0,8266.0,7.4,8.6,11.4,6.5,7.5,8.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2014-12,176561,67.7,7.7,0.2,2014-12,1,2014-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,285637.0,173461.0,146881.0,217456.0,175908.0,170826.0,143537.0,66.3,67.2,75.4,68.0,67.4,65.4,66.4,88917.0,0.1,0.1,0.6,2.2,0.0,0.3,76540.0,12377.0,7.6,7.8,9.8,6.3,6.7,7.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-01,175636,67.3,7.0,-0.5,2015-01,1,2015-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,284767.0,172626.0,145249.0,215048.0,176250.0,170140.0,142617.0,66.1,66.9,74.6,67.2,67.5,65.2,66.0,66819.0,-0.3,-0.5,-1.1,-1.1,-0.4,-0.6,61701.0,5118.0,6.3,7.0,7.8,7.1,6.8,7.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-02,175785,67.4,6.7,0.1,2015-02,1,2015-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,285237.0,172684.0,145326.0,216684.0,177021.0,170045.0,142852.0,66.2,66.9,74.6,67.8,67.8,65.1,66.1,67070.0,0.2,0.0,0.1,0.8,-0.1,0.2,61198.0,5872.0,6.2,6.7,7.6,6.1,6.1,6.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-03,176439,67.6,6.7,0.4,2015-03,1,2015-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,288243.0,173315.0,145834.0,217692.0,177627.0,170768.0,142553.0,66.9,67.2,74.9,68.1,68.1,65.4,66.0,77669.0,1.1,0.4,0.3,0.5,0.4,-0.2,68334.0,9335.0,7.6,6.7,7.1,6.5,6.1,5.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-04,177994,68.2,5.3,0.9,2015-04,1,2015-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,287903.0,174951.0,146808.0,217839.0,177827.0,172442.0,145051.0,66.8,67.8,75.4,68.1,68.1,66.0,67.1,75240.0,-0.1,0.9,0.7,0.1,1.0,1.8,66702.0,8538.0,5.2,5.4,5.4,4.3,5.1,5.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-05,179917,68.9,5.3,1.1,2015-05,1,2015-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,289749.0,176934.0,149215.0,218677.0,179073.0,174617.0,146378.0,67.3,68.6,76.6,68.4,68.6,66.9,67.7,86144.0,0.6,1.1,1.6,0.4,1.3,0.9,76293.0,9851.0,5.3,5.5,5.4,2.9,5.4,4.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-06,181289,69.5,5.2,0.8,2015-06,1,2015-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,292231.0,178522.0,148917.0,216507.0,179706.0,176069.0,148223.0,67.8,69.2,76.4,67.7,68.9,67.4,68.6,96979.0,0.9,0.9,-0.2,-1.0,0.8,1.3,81416.0,15563.0,5.4,5.4,4.2,2.2,5.2,5.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-07,184365,70.7,5.5,1.7,2015-07,1,2015-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,297356.0,181398.0,152377.0,222653.0,181288.0,178752.0,150286.0,69.0,70.3,78.2,69.6,69.5,68.5,69.6,106216.0,1.8,1.6,2.3,2.8,1.5,1.4,97325.0,8891.0,5.4,5.5,5.3,4.7,5.6,5.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-08,186053,71.3,5.2,0.9,2015-08,1,2015-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,300930.0,183191.0,153373.0,222563.0,182625.0,180271.0,151657.0,69.9,71.0,78.7,69.6,70.0,69.0,70.2,96533.0,1.2,1.0,0.7,0.0,0.8,0.9,87926.0,8607.0,5.4,5.3,4.8,4.3,5.3,5.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-09,186435,71.4,5.3,0.2,2015-09,1,2015-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,303202.0,183538.0,154125.0,223487.0,183839.0,179973.0,151509.0,70.4,71.1,79.1,69.9,70.5,68.9,70.1,94554.0,0.8,0.2,0.5,0.4,-0.2,-0.1,84710.0,9844.0,6.1,5.3,4.8,4.5,5.2,4.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-10,186689,71.5,5.6,0.1,2015-10,1,2015-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,302480.0,183668.0,153677.0,225709.0,185406.0,180942.0,152067.0,70.2,71.2,78.9,70.6,71.1,69.3,70.4,104451.0,-0.2,0.1,-0.3,1.0,0.5,0.4,95028.0,9427.0,5.7,5.7,4.7,5.0,5.7,5.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-11,188125,72.1,6.8,0.8,2015-11,1,2015-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,304885.0,185143.0,155401.0,226441.0,187158.0,182204.0,152950.0,70.8,71.8,79.8,70.8,71.7,69.8,70.8,93854.0,0.8,0.8,1.1,0.3,0.7,0.6,85484.0,8374.0,6.8,6.8,6.4,6.4,6.7,6.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2015-12,188767,72.3,6.9,0.3,2015-12,1,2015-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,306477.0,185420.0,155726.0,232975.0,188128.0,182676.0,153491.0,71.1,71.9,79.9,72.8,72.1,70.0,71.0,94397.0,0.5,0.1,0.2,2.9,0.3,0.4,82744.0,11657.0,7.3,6.9,6.0,7.1,6.9,6.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-01,189268,72.5,7.8,0.3,2016-01,1,2016-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,305706.0,186072.0,157021.0,230937.0,189842.0,183727.0,153558.0,71.0,72.1,80.6,72.2,72.8,70.4,71.1,70959.0,-0.3,0.4,0.8,-0.9,0.6,0.0,65743.0,5198.0,7.4,7.8,8.1,7.4,8.0,7.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-02,189352,72.6,7.7,0.0,2016-02,1,2016-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,306870.0,185944.0,157238.0,234499.0,190621.0,182712.0,153921.0,71.2,72.1,80.7,73.3,73.1,70.0,71.2,75907.0,0.4,-0.1,0.1,1.5,-0.6,0.2,69928.0,5961.0,7.6,7.7,8.2,8.2,7.4,7.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-03,191298,73.3,8.4,1.0,2016-03,1,2016-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,311772.0,187812.0,160155.0,237613.0,192291.0,183356.0,154879.0,72.4,72.8,82.2,74.3,73.7,70.2,71.7,138124.0,1.6,1.0,1.9,1.3,0.4,0.6,127369.0,10737.0,8.2,8.4,9.8,9.2,7.4,8.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-04,192013,73.6,7.9,0.4,2016-04,1,2016-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,308453.0,188368.0,158469.0,240944.0,191891.0,186373.0,157025.0,71.6,73.0,81.3,75.3,73.5,71.4,72.7,63854.0,-1.1,0.3,-1.1,1.4,1.6,1.4,55271.0,8583.0,7.1,7.7,7.9,10.6,8.1,8.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-05,194250,74.4,8.0,1.2,2016-05,1,2016-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,309488.0,190348.0,162653.0,247398.0,193390.0,187902.0,158886.0,71.8,73.8,83.5,77.4,74.1,72.0,73.5,72174.0,0.3,1.1,2.6,2.7,0.8,1.2,63510.0,8664.0,6.8,7.6,9.0,13.1,7.6,8.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-06,196106,75.2,8.2,1.0,2016-06,1,2016-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,316390.0,192639.0,162429.0,241818.0,194414.0,189523.0,160045.0,73.4,74.7,83.4,75.6,74.5,72.6,74.1,88475.0,2.2,1.2,-0.1,-2.3,0.9,0.7,74035.0,14440.0,8.3,7.9,9.1,11.7,7.6,8.0
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-07,198169,75.9,7.5,1.1,2016-07,1,2016-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,317974.0,194725.0,164483.0,243396.0,194775.0,191763.0,162042.0,73.8,75.5,84.4,76.1,74.6,73.4,75.0,93197.0,0.5,1.1,1.3,0.7,1.2,1.2,84802.0,8412.0,6.9,7.3,7.9,9.3,7.3,7.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-08,198186,76.0,6.5,0.0,2016-08,1,2016-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,319156.0,194803.0,164138.0,242406.0,194661.0,191823.0,161779.0,74.1,75.5,84.3,75.8,74.6,73.5,74.9,94407.0,0.4,0.0,-0.2,-0.4,0.0,-0.2,85712.0,8695.0,6.1,6.3,7.0,8.9,6.4,6.7
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-09,197883,75.8,6.1,-0.2,2016-09,1,2016-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,319920.0,194433.0,164008.0,243228.0,195158.0,191706.0,160811.0,74.3,75.4,84.2,76.1,74.8,73.4,74.4,91720.0,0.2,-0.2,-0.1,0.3,-0.1,-0.6,81473.0,10247.0,5.5,5.9,6.4,8.8,6.5,6.1
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-10,197230,75.6,5.6,-0.3,2016-10,1,2016-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,320109.0,193518.0,164169.0,246958.0,195844.0,191002.0,159377.0,74.3,75.0,84.3,77.2,75.1,73.2,73.8,85296.0,0.1,-0.5,0.1,1.5,-0.4,-0.9,75665.0,9631.0,5.8,5.4,6.8,9.4,5.6,4.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-11,198157,75.9,5.3,0.5,2016-11,1,2016-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,322661.0,194464.0,165017.0,247508.0,197092.0,191669.0,159825.0,74.9,75.4,84.7,77.4,75.5,73.4,74.0,88926.0,0.8,0.5,0.5,0.2,0.3,0.3,78695.0,10138.0,5.8,5.0,6.2,9.3,5.2,4.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2016-12,198513,76.1,5.2,0.2,2016-12,1,2016-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,321919.0,194813.0,165218.0,247958.0,197743.0,191877.0,160807.0,74.7,75.5,84.8,77.5,75.8,73.5,74.4,94685.0,-0.2,0.2,0.1,0.2,0.1,0.6,79478.0,15207.0,5.0,5.1,6.1,6.4,5.0,4.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-01,198276,76.0,4.8,-0.1,2017-01,1,2017-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,322264.0,194315.0,165412.0,252140.0,198541.0,191638.0,160078.0,74.8,75.3,84.9,78.8,76.1,73.4,74.1,68663.0,0.1,-0.3,0.1,1.7,-0.1,-0.5,62504.0,6159.0,5.4,4.4,5.3,9.2,4.3,4.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-02,198695,76.1,4.9,0.2,2017-02,1,2017-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,321868.0,194860.0,167195.0,250172.0,199419.0,191338.0,160415.0,74.7,75.5,85.8,78.2,76.4,73.3,74.2,71432.0,-0.1,0.3,1.1,-0.8,-0.2,0.2,64304.0,7128.0,4.9,4.8,6.3,6.7,4.7,4.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-03,198270,76.0,3.6,-0.2,2017-03,1,2017-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,322517.0,194422.0,165614.0,250035.0,199920.0,191581.0,159865.0,74.9,75.4,85.0,78.2,76.6,73.4,74.0,89388.0,0.2,-0.2,-0.9,-0.1,0.1,-0.3,77701.0,11687.0,3.4,3.5,3.4,5.2,4.5,3.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-04,201407,77.2,4.9,1.6,2017-04,1,2017-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,326588.0,197619.0,168766.0,251756.0,200753.0,194302.0,162687.0,75.8,76.6,86.6,78.7,76.9,74.4,75.3,75980.0,1.3,1.6,1.9,0.7,1.4,1.8,67257.0,8723.0,5.9,4.9,6.5,4.5,4.3,3.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-05,202616,77.6,4.3,0.6,2017-05,1,2017-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,325557.0,198803.0,171019.0,253297.0,201661.0,196247.0,163459.0,75.6,77.1,87.8,79.2,77.3,75.2,75.6,83671.0,-0.3,0.6,1.3,0.6,1.0,0.5,73590.0,10081.0,5.2,4.4,5.1,2.4,4.4,2.9
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-06,204347,78.3,4.2,0.9,2017-06,1,2017-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,328979.0,200668.0,171539.0,252417.0,202616.0,197369.0,165651.0,76.4,77.8,88.1,78.9,77.6,75.6,76.7,101940.0,1.1,0.9,0.3,-0.3,0.6,1.3,85599.0,16341.0,4.0,4.2,5.6,4.4,4.1,3.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-07,207005,79.3,4.5,1.3,2017-07,1,2017-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,333466.0,203186.0,174104.0,257393.0,203450.0,200043.0,167413.0,77.4,78.8,89.4,80.5,78.0,76.6,77.5,92257.0,1.4,1.3,1.5,2.0,1.4,1.1,83813.0,8443.0,4.9,4.3,5.8,5.8,4.3,3.3
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-08,207944,79.7,4.9,0.5,2017-08,1,2017-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,334961.0,204236.0,173852.0,256197.0,204391.0,200808.0,168998.0,77.8,79.2,89.2,80.1,78.3,76.9,78.2,98938.0,0.4,0.5,-0.1,-0.5,0.4,0.9,90302.0,8635.0,5.0,4.8,5.9,5.7,4.7,4.5
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-09,207167,79.4,4.7,-0.4,2017-09,1,2017-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,336145.0,203339.0,172081.0,257706.0,204690.0,200368.0,167901.0,78.0,78.8,88.3,80.6,78.4,76.7,77.7,94287.0,0.4,-0.4,-1.0,0.6,-0.2,-0.6,83583.0,10703.0,5.1,4.6,4.9,6.0,4.5,4.4
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-10,207349,79.5,5.1,0.1,2017-10,1,2017-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,336616.0,203416.0,171660.0,259425.0,205576.0,201450.0,167687.0,78.1,78.8,88.1,81.1,78.8,77.2,77.6,92827.0,0.1,0.0,-0.2,0.7,0.5,-0.1,82707.0,10121.0,5.2,5.1,4.6,5.0,5.5,5.2
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-11,206760,79.2,4.3,-0.3,2017-11,1,2017-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,334785.0,203040.0,171759.0,254976.0,205771.0,200765.0,167248.0,77.7,78.7,88.2,79.7,78.9,76.9,77.4,92234.0,-0.5,-0.2,0.1,-1.7,-0.3,-0.3,81523.0,10712.0,3.8,4.4,4.1,3.0,4.7,4.6
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2017-12,207568,79.5,4.6,0.4,2017-12,1,2017-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,335813.0,203749.0,171454.0,257521.0,206655.0,201764.0,168529.0,78.0,79.0,88.0,80.5,79.2,77.3,78.0,91613.0,0.3,0.3,-0.2,1.0,0.5,0.8,76438.0,15176.0,4.3,4.6,3.8,3.9,5.2,4.8
http://landregistry.data.gov.uk/data/ukhpi/region/united-kingdom/month/2018-01,206844,79.3,4.3,-0.3,2018-01,1,2018-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/united-kingdom,336194.0,202702.0,171670.0,263420.0,206730.0,200951.0,166829.0,78.0,78.6,88.1,82.4,79.2,77.0,77.2,68244.0,0.1,-0.5,0.1,2.3,-0.4,-1.0,61625.0,6619.0,4.3,4.3,3.8,4.5,4.9,4.2
